,FIPS,state2,cdid116,inputstate,birthyr,cces.year,countyfips,dem,educ,educ.int,gender,hispanic,ideo5,newsint,partydefender,perceive_extreme,perceive_extreme_very,party,pid,pid3,pid7,polint,progressive,race,reformer,reformer_local,rep,RCO321,RCO321_a,RCO321_dk,RCO321_dm,RCO321_na,RCO321_np,RCO321_p,RCO321_pref,RCO322,RCO322_a,RCO322_dk,RCO322_dm,RCO322_na,RCO322_np,RCO322_p,RCO322_pref,RCO323,RCO323_a,RCO323_dk,RCO323_dm,RCO323_na,RCO323_np,RCO323_p,RCO323_pref,RCO324,RCO324_a,RCO324_dk,RCO324_dm,RCO324_na,RCO324_np,RCO324_p,RCO324_pref,RCO325,RCO325_a,RCO325_dk,RCO325_dm,RCO325_na,RCO325_np,RCO325_p,RCO325_pref,RCO326,RCO326_a,RCO326_dk,RCO326_dm,RCO326_na,RCO326_np,RCO326_p,RCO326_pref,RCO327,RCO327_a,RCO327_dk,RCO327_dm,RCO327_na,RCO327_np,RCO327_p,RCO327_pref,states_p_sb,states_p_sheriff,states_p_da,states_a_da,X2018_GovFlip,X2018_LegFlip,X2018_SenFlip,X2018_HouseFlip,X2018Pre_RepubGovControl,X2018Pre_DemTriControl,X2018Pre_RepTriControl,biden2020,trump2020,state,state_po,county,avg_d_voteshare2party,avg_r_voteshare2party,Pres_Vote
353,12011,FL,22,Florida,1962,2018,12011,1,Post-grad,5,Female,No,Moderate,Most of the time,1,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,57.2,42.3,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
354,12011,FL,22,Florida,1958,2020,12011,0,2-year,3,Male,No,Very conservative,Most of the time,0,1,0,Rep,Republican,Republican,Strong Republican,4,0,Two or more races,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,57.2,42.3,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
355,12011,FL,20,Florida,1974,2018,12011,1,High school graduate,1,Female,No,Not sure,Only now and then,2,0,0,Dem,Democrat,Democrat,Not very strong Democrat,2,0,Black,2,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I don't think it matters,0,0,1,1,0,0,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,77.3,22.1,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
356,12011,FL,23,Florida,1958,2018,12011,1,Some college,2,Female,No,Liberal,Most of the time,2,1,0,Dem,Democrat,Democrat,Strong Democrat,4,0,White,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,58.3,41.2,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
357,12011,FL,22,Florida,1943,2018,12011,1,Some college,2,Male,No,Liberal,Most of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,4,1,White,5,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,57.2,42.3,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
358,12011,FL,23,Florida,1996,2020,12011,1,Post-grad,5,Female,No,Liberal,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,Middle Eastern,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,58.3,41.2,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
359,12011,FL,22,Florida,2002,2020,12011,1,High school graduate,1,Male,NA,Moderate,Most of the time,3,1,1,Dem,Democrat,Democrat,Not very strong Democrat,4,0,Hispanic,4,3,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,57.2,42.3,Florida,FL,Broward,67.95280687,32.04719313,Solid Democrat
361,12015,FL,17,Florida,1985,2018,12015,1,2-year,3,Male,No,Conservative,Some of the time,2,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,White,2,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,35.9,63.3,Florida,FL,Charlotte,35.70780351,64.29219649,Lean Republican
362,12015,FL,17,Florida,1973,2020,12015,0,High school graduate,1,Female,No,Moderate,Most of the time,6,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,35.9,63.3,Florida,FL,Charlotte,35.70780351,64.29219649,Lean Republican
363,12017,FL,11,Florida,1954,2018,12017,0,4-year,4,Female,No,Conservative,Only now and then,1,1,1,Rep,Republican,Republican,Strong Republican,2,0,White,4,2,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,33.8,65.4,Florida,FL,Citrus,29.50223315,70.49776685,Solid Republican
364,12017,FL,11,Florida,1952,2018,12017,0,Some college,2,Female,No,Very conservative,Most of the time,2,0,0,Ind,Republican,Independent,Lean Republican,4,1,White,5,5,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,33.8,65.4,Florida,FL,Citrus,29.50223315,70.49776685,Solid Republican
365,12019,FL,3,Florida,1953,2020,12019,0,No HS,1,Male,No,Moderate,Most of the time,0,1,1,Rep,Republican,Republican,Not very strong Republican,4,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,42.8,56,Florida,FL,Clay,27.06815197,72.93184803,Solid Republican
367,12021,FL,19,Florida,1946,2020,12021,0,4-year,4,Male,No,Very conservative,Most of the time,5,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,39.6,59.7,Florida,FL,Collier,36.685925,63.314075,Lean Republican
369,12031,FL,4,Florida,1978,2018,12031,1,4-year,4,Female,No,Very liberal,Most of the time,2,1,1,Dem,Democrat,Democrat,Strong Democrat,4,1,White,5,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,38.9,59.9,Florida,FL,Duval,49.28505712,50.71494288,Lean Republican
370,12031,FL,4,Florida,1994,2020,12031,1,4-year,4,Female,No,Liberal,Don't know,3,1,0,Dem,Democrat,Democrat,Not very strong Democrat,NA,0,Asian,3,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,38.9,59.9,Florida,FL,Duval,49.28505712,50.71494288,Lean Republican
371,12035,FL,6,Florida,1950,2018,12035,0,2-year,3,Female,Yes,Moderate,Most of the time,4,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,3,3,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,40.8,58.3,Florida,FL,Flagler,39.41942874,60.58057126,Lean Republican
372,12035,FL,6,Florida,1949,2018,12035,0,High school graduate,1,Male,No,Liberal,Don't know,0,0,0,Rep,Republican,Republican,Not very strong Republican,NA,0,White,5,3,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,40.8,58.3,Florida,FL,Flagler,39.41942874,60.58057126,Lean Republican
373,12039,FL,5,Florida,1957,2018,12039,1,Some college,2,Male,No,Moderate,Some of the time,0,0,0,Dem,Democrat,Democrat,Strong Democrat,3,0,Black,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,I don't think it matters,0,0,1,1,0,0,0,0,NA,1,0,0,NA,NA,NA,1,NA,NA,62.7,36.2,Florida,FL,Gadsden,69.06382196,30.93617804,Solid Democrat
374,12039,FL,5,Florida,1954,2018,12039,1,Post-grad,5,Male,No,Moderate,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,62.7,36.2,Florida,FL,Gadsden,69.06382196,30.93617804,Solid Democrat
375,12053,FL,11,Florida,1942,2018,12053,1,High school graduate,1,Female,No,Liberal,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,White,5,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,33.8,65.4,Florida,FL,Hernando,35.03002259,64.96997741,Lean Republican
377,12055,FL,17,Florida,1937,2018,12055,0,2-year,3,Male,No,Very conservative,Most of the time,7,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,35.9,63.3,Florida,FL,Highlands,33.56478361,66.43521639,Solid Republican
378,12055,FL,17,Florida,1946,2020,12055,1,Some college,2,Male,No,Liberal,Most of the time,4,1,0,Dem,Democrat,Democrat,Strong Democrat,4,0,White,3,3,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,35.9,63.3,Florida,FL,Highlands,33.56478361,66.43521639,Solid Republican
379,12057,FL,14,Florida,1936,2018,12057,0,4-year,4,Male,No,Conservative,Most of the time,6,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,1,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,57.2,41.6,Florida,FL,Hillsborough,53.56893066,46.43106934,Lean Democrat
380,12057,FL,15,Florida,1955,2020,12057,0,2-year,3,Female,No,Very conservative,Most of the time,0,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,NA,1,0,0,NA,NA,NA,1,NA,NA,45.2,53.7,Florida,FL,Hillsborough,53.56893066,46.43106934,Lean Democrat
